subject,xmin,xmax,ymin,ymax,zmin,zmax,surface_area,cg_x,cg_y,cg_z,density,mass,volume,cg_inert_tensor_x,cg_inert_tensor_y,cg_inert_tensor_z

capsule,-200.00000000000006,199.99999999999997,-200.00000000000014,199.9999999999999,-50.6894093493341,50.6894093493341,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-220.00000000000028,219.99999999999974,-200.00000000000006,199.99999999999994,-50.723742018877886,50.723742018877886,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-240.00000000000009,239.99999999999994,-199.99999999999991,200.00000000000009,-50.75947648387996,50.75947648387996,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-260.00000000000017,259.9999999999998,-200.00000000000009,199.99999999999991,-50.2874740494792,50.2874740494792,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-280.00000000000017,279.99999999999983,-199.99999999999994,200.00000000000006,-50.325622737466716,50.325622737466716,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-300.0000000000001,299.9999999999999,-200.00000000000014,199.99999999999986,-50.3647435342153,50.3647435342153,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-319.9999999999999,320.00000000000006,-199.99999999999994,200.00000000000006,-50.404711527731436,50.404711527731436,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-340.00000000000006,339.99999999999994,-199.99999999999994,200.00000000000006,-50.95443162505492,50.95443162505492,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-359.9999999999999,360.0,-200.00000000000009,199.99999999999991,-50.99578688765976,50.99578688765976,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-380.00000000000017,379.9999999999998,-200.00000000000009,199.99999999999991,-51.03771456235848,51.03771456235848,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-400.0000000000003,399.9999999999997,-200.0,200.00000000000003,-51.08004991720768,51.08004991720768,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-420.0000000000001,419.9999999999999,-200.00000000000014,199.9999999999999,-51.12293545564499,51.12293545564499,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-440.00000000000006,439.99999999999994,-200.0000000000001,199.9999999999999,-50.40660742236409,50.40660742236409,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-460.00000000000006,459.99999999999994,-200.0000000000002,199.99999999999983,-50.450247471199305,50.450247471199305,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-480.0000000000003,479.99999999999983,-200.00000000000017,199.99999999999986,-50.49420636351539,50.49420636351539,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-500.0000000000001,499.99999999999983,-200.00000000000006,199.99999999999994,-50.53853341454333,50.53853341454333,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-520.0000000000002,519.9999999999998,-200.0,200.0,-50.58303402558151,50.58303402558151,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-540.0000000000005,539.9999999999997,-200.00000000000009,199.99999999999994,-50.62776800040755,50.62776800040755,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

capsule,-560.0000000000001,559.9999999999998,-200.0000000000002,199.9999999999998,-50.672713471698174,50.672713471698174,2125815.0119127734,412.01646116433426,0.0,489.95382159494505,2.76799e-08,2.1410460361484778,77350208.4960017,173066.34395014585,284884.80168760696,115225.41783684886

